Number of Cars,Flux Marker Position,Traffic Light Time,Average Flux
73,149,100,0.34625
74,149,100,0.33625
74,149,100,0.32
74,149,100,0.33375
75,149,100,0.34375
75,149,100,0.335
75,149,100,0.33125
76,149,100,0.34375
76,149,100,0.33875
76,149,100,0.3425
77,149,100,0.34875
77,149,100,0.33375
77,149,100,0.33
78,149,100,0.335
78,149,100,0.335
78,149,100,0.32875
79,149,100,0.33875
79,149,100,0.34375
79,149,100,0.34625
80,149,100,0.33875
80,149,100,0.32875
80,149,100,0.34375
81,149,100,0.34375
81,149,100,0.3475
81,149,100,0.34375
82,149,100,0.33
82,149,100,0.335
82,149,100,0.335
83,149,100,0.33875
83,149,100,0.34625
83,149,100,0.33625
84,149,100,0.345
84,149,100,0.3375
84,149,100,0.33625
85,149,100,0.3425
85,149,100,0.335
85,149,100,0.33125
86,149,100,0.34
86,149,100,0.33625
86,149,100,0.34
87,149,100,0.34625
87,149,100,0.3325
87,149,100,0.34
88,149,100,0.33625
88,149,100,0.335
88,149,100,0.3375
89,149,100,0.33
89,149,100,0.33875
89,149,100,0.33875
90,149,100,0.34125
90,149,100,0.33875
90,149,100,0.33125
91,149,100,0.33875
91,149,100,0.3425
91,149,100,0.34375
92,149,100,0.34375
92,149,100,0.3325
92,149,100,0.33125
93,149,100,0.34125
93,149,100,0.33375
93,149,100,0.345
94,149,100,0.3275
94,149,100,0.3325
94,149,100,0.33125
95,149,100,0.33125
95,149,100,0.33375
95,149,100,0.33875
96,149,100,0.34
96,149,100,0.33125
96,149,100,0.33875
97,149,100,0.34375
97,149,100,0.33875
97,149,100,0.34125
98,149,100,0.33625
98,149,100,0.3275
98,149,100,0.32875
99,149,100,0.31875
99,149,100,0.32625
99,149,100,0.3175
100,149,100,0.3275
100,149,100,0.33125
100,149,100,0.32625
101,149,100,0.32875
101,149,100,0.3325
101,149,100,0.3275
102,149,100,0.32125
102,149,100,0.3225
102,149,100,0.3075
103,149,100,0.325
103,149,100,0.31875
103,149,100,0.3225
104,149,100,0.305
104,149,100,0.32125
104,149,100,0.31125
105,149,100,0.31125
105,149,100,0.3075
105,149,100,0.32375
106,149,100,0.3125
106,149,100,0.3125
106,149,100,0.30875
107,149,100,0.30625
107,149,100,0.32125
107,149,100,0.30375
108,149,100,0.29375
108,149,100,0.29375
108,149,100,0.3025
109,149,100,0.31125
109,149,100,0.31125
109,149,100,0.29875
110,149,100,0.30625
110,149,100,0.30375
110,149,100,0.31
111,149,100,0.3
111,149,100,0.29375
111,149,100,0.29375
112,149,100,0.2925
112,149,100,0.29125
112,149,100,0.29125
113,149,100,0.2925
113,149,100,0.2975
113,149,100,0.30125
114,149,100,0.285
114,149,100,0.29375
114,149,100,0.28625
115,149,100,0.26875
115,149,100,0.29125
115,149,100,0.295
116,149,100,0.28
116,149,100,0.29125
116,149,100,0.28875
117,149,100,0.28625
117,149,100,0.27625
117,149,100,0.295
118,149,100,0.27375
118,149,100,0.275
118,149,100,0.28
119,149,100,0.28875
119,149,100,0.2825
119,149,100,0.2725
120,149,100,0.26625
120,149,100,0.27625
120,149,100,0.2775
121,149,100,0.27625
121,149,100,0.2775
121,149,100,0.2675
122,149,100,0.265
122,149,100,0.27375
122,149,100,0.2725
123,149,100,0.25625
123,149,100,0.2625
123,149,100,0.26375
124,149,100,0.26625
124,149,100,0.2675
124,149,100,0.2575
125,149,100,0.27375
125,149,100,0.265
125,149,100,0.2625
126,149,100,0.2775
126,149,100,0.26
126,149,100,0.2525
127,149,100,0.255
127,149,100,0.2575
127,149,100,0.25
128,149,100,0.25625
128,149,100,0.25625
128,149,100,0.25
129,149,100,0.26125
129,149,100,0.25125
129,149,100,0.2525
130,149,100,0.2475
130,149,100,0.2375
130,149,100,0.255
131,149,100,0.2525
131,149,100,0.24625
131,149,100,0.24125
132,149,100,0.235
132,149,100,0.235
132,149,100,0.255
133,149,100,0.2425
133,149,100,0.23875
133,149,100,0.23
134,149,100,0.2325
134,149,100,0.235
134,149,100,0.2475
135,149,100,0.22625
135,149,100,0.23625
135,149,100,0.22875
136,149,100,0.23
136,149,100,0.23
136,149,100,0.22375
137,149,100,0.22875
137,149,100,0.2225
137,149,100,0.22625
138,149,100,0.2325
138,149,100,0.22
138,149,100,0.23
139,149,100,0.22375
139,149,100,0.22875
139,149,100,0.22125
140,149,100,0.22375
140,149,100,0.22125
140,149,100,0.215
141,149,100,0.22375
141,149,100,0.2
141,149,100,0.22375
142,149,100,0.215
142,149,100,0.21625
142,149,100,0.2175
143,149,100,0.22
143,149,100,0.21375
143,149,100,0.2125
144,149,100,0.21125
144,149,100,0.215
144,149,100,0.2125
145,149,100,0.20875
145,149,100,0.21
145,149,100,0.21125
146,149,100,0.20375
146,149,100,0.21
146,149,100,0.20875
147,149,100,0.2025
147,149,100,0.1975
147,149,100,0.20375
148,149,100,0.2
148,149,100,0.19375
148,149,100,0.19625
149,149,100,0.1975
149,149,100,0.1975
149,149,100,0.195
150,149,100,0.19125
150,149,100,0.19125
150,149,100,0.1975
151,149,100,0.18625
151,149,100,0.1875
151,149,100,0.19125
152,149,100,0.1775
152,149,100,0.18625
152,149,100,0.18375
153,149,100,0.1825
153,149,100,0.17875
153,149,100,0.18125
154,149,100,0.18
154,149,100,0.1775
154,149,100,0.1775
155,149,100,0.17375
155,149,100,0.17625
155,149,100,0.17625
156,149,100,0.16875
156,149,100,0.17
156,149,100,0.16625
157,149,100,0.16
157,149,100,0.16375
157,149,100,0.1675
158,149,100,0.1625
158,149,100,0.16125
158,149,100,0.16
159,149,100,0.15875
159,149,100,0.15625
159,149,100,0.15625
160,149,100,0.15625
160,149,100,0.15625
160,149,100,0.15875
161,149,100,0.15
161,149,100,0.15125
161,149,100,0.15125
162,149,100,0.14625
162,149,100,0.15
162,149,100,0.14875
163,149,100,0.1425
163,149,100,0.14625
163,149,100,0.14375
164,149,100,0.1375
164,149,100,0.14125
164,149,100,0.14125
165,149,100,0.13375
165,149,100,0.13625
165,149,100,0.13625
166,149,100,0.13125
166,149,100,0.1325
166,149,100,0.12875
167,149,100,0.13
167,149,100,0.12875
167,149,100,0.13125
168,149,100,0.12625
168,149,100,0.125
168,149,100,0.12625
169,149,100,0.1175
169,149,100,0.12
169,149,100,0.11875
170,149,100,0.115
170,149,100,0.1175
170,149,100,0.11875
171,149,100,0.11125
171,149,100,0.115
171,149,100,0.115
172,149,100,0.11125
172,149,100,0.11125
172,149,100,0.10875
173,149,100,0.105
173,149,100,0.10625
173,149,100,0.10625
174,149,100,0.10125
174,149,100,0.10125
174,149,100,0.1
175,149,100,0.1
175,149,100,0.0975
175,149,100,0.09875
176,149,100,0.10125
176,149,100,0.09375
176,149,100,0.09125
177,149,100,0.09125
177,149,100,0.09125
177,149,100,0.09125
178,149,100,0.09125
178,149,100,0.09125
178,149,100,0.09
179,149,100,0.08125
179,149,100,0.08
179,149,100,0.085
180,149,100,0.08
180,149,100,0.08
180,149,100,0.07875
181,149,100,0.07375
181,149,100,0.0725
181,149,100,0.0725
182,149,100,0.07
182,149,100,0.07125
182,149,100,0.07
183,149,100,0.06625
183,149,100,0.0675
183,149,100,0.0675
184,149,100,0.06375
184,149,100,0.06125
184,149,100,0.06125
185,149,100,0.06
185,149,100,0.05625
185,149,100,0.0625
186,149,100,0.05875
186,149,100,0.055
186,149,100,0.05625
187,149,100,0.05375
187,149,100,0.05125
187,149,100,0.0525
188,149,100,0.04625
188,149,100,0.04625
188,149,100,0.04875
189,149,100,0.045
189,149,100,0.0425
189,149,100,0.04375
190,149,100,0.04125
190,149,100,0.03875
190,149,100,0.04
191,149,100,0.035
191,149,100,0.035
191,149,100,0.03375
192,149,100,0.0325
192,149,100,0.0325
192,149,100,0.03
193,149,100,0.02625
193,149,100,0.0275
193,149,100,0.02625
194,149,100,0.0275
194,149,100,0.025
194,149,100,0.025
195,149,100,0.01875
195,149,100,0.02
195,149,100,0.02
196,149,100,0.015
196,149,100,0.015
196,149,100,0.0175
197,149,100,0.0125
197,149,100,0.0125
197,149,100,0.0125
198,149,100,0.00875
198,149,100,0.01
198,149,100,0.00875
199,149,100,0.005
199,149,100,0.00375
199,149,100,0.00375
